order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,price,freight_value,customer_city,customer_state,review_score
delivered,2018-08-20 16:15:21,2018-08-20 16:50:01,2018-08-21 08:33:00,45.97,23.12,governador valadares,MG,5.0
delivered,2017-10-15 22:18:32,2017-10-15 22:28:30,2017-10-20 22:05:49,159.0,31.86,caratinga,MG,5.0
delivered,2018-06-25 13:41:15,2018-06-25 13:58:40,2018-06-29 09:42:00,104.9,37.64,garanhuns,PE,5.0
delivered,2018-01-12 17:16:46,2018-01-12 18:00:32,2018-01-15 23:18:49,49.9,14.1,sao paulo,SP,4.0
delivered,2017-06-23 21:39:52,2017-06-23 21:50:08,2017-06-27 11:56:47,54.99,17.63,nova venecia,ES,5.0
delivered,2018-01-03 09:40:47,2018-01-03 09:48:28,2018-01-03 17:02:58,129.9,16.31,itapira,SP,5.0
delivered,2017-08-09 12:40:41,2017-08-10 12:45:17,2017-08-11 18:22:25,45.8,12.48,paulinia,SP,5.0
delivered,2017-09-20 15:24:58,2017-09-20 15:35:22,2017-09-26 14:17:55,89.99,14.38,rio de janeiro,RJ,4.0
delivered,2017-11-05 18:47:17,2017-11-05 19:06:28,2017-11-06 21:28:58,35.0,16.79,ilheus,BA,5.0
delivered,2017-08-01 15:37:27,2017-08-02 07:15:20,2017-08-11 16:18:00,19.9,34.15,rolim de moura,RO,4.0
delivered,2018-03-08 20:57:30,2018-03-09 11:20:28,2018-03-09 22:11:59,68.5,18.36,lapa,PR,5.0
delivered,2018-02-16 19:10:37,2018-02-16 19:27:14,2018-02-19 20:59:27,192.9,20.465,pirai,RJ,1.0
canceled,2018-08-13 09:14:07,,,,,jequie,BA,4.0
delivered,2018-05-10 11:34:01,2018-05-10 11:55:19,2018-05-11 09:14:00,99.9,18.28,brasilia,DF,5.0
delivered,2017-05-21 22:42:42,2017-05-21 22:55:17,2017-05-23 07:19:35,109.9,14.52,niteroi,RJ,5.0
delivered,2017-11-20 23:27:27,2017-11-20 23:34:44,2017-11-22 21:07:55,89.9,12.33,caieiras,SP,5.0
delivered,2018-08-09 19:53:41,2018-08-09 20:05:16,2018-08-10 15:50:00,124.9,18.0,atibaia,SP,5.0
delivered,2017-02-01 15:28:52,2017-02-01 15:41:41,2017-02-03 15:14:02,176.99,49.89,sao paulo,SP,5.0
delivered,2018-04-23 21:03:00,2018-04-24 18:18:18,2018-04-24 19:11:14,159.9,13.02,guarulhos,SP,5.0
delivered,2018-07-05 21:27:24,2018-07-06 21:30:56,2018-07-10 15:42:00,20.0,50.86,sao miguel do aleixo,SE,4.0
delivered,2018-01-29 17:44:34,2018-01-29 18:12:12,2018-01-31 15:16:35,122.9,13.2,viradouro,SP,3.0
delivered,2017-08-11 17:01:45,2017-08-11 17:15:18,2017-08-15 10:05:45,134.9,21.43,campinas,SP,4.0
delivered,2017-11-24 19:45:23,2017-11-28 03:32:42,2017-11-28 16:03:53,36.9,17.6,montes claros,MG,3.0
delivered,2017-11-24 00:23:23,2017-11-24 00:56:42,2017-11-29 10:19:07,310.0,16.92,sao paulo,SP,5.0
delivered,2017-09-12 16:29:59,2017-09-13 03:25:56,2017-09-15 18:13:08,50.0,16.6,belo horizonte,MG,5.0
delivered,2018-07-30 13:31:08,2018-07-30 19:32:13,2018-08-09 14:59:00,79.9,9.31,sao paulo,SP,1.0
delivered,2017-05-12 08:59:53,2017-05-12 09:10:15,2017-05-12 15:18:40,219.0,36.85,castelandia,GO,5.0
delivered,2018-07-16 13:30:06,2018-07-16 13:45:13,2018-07-16 14:25:00,949.99,43.56,castanhal,PA,3.0
delivered,2018-06-17 15:15:27,2018-06-19 03:36:41,2018-06-19 15:45:00,64.9,15.55,rio de janeiro,RJ,5.0
delivered,2018-08-02 12:07:26,2018-08-02 13:15:11,2018-08-03 15:02:00,59.0,7.67,embu das artes,SP,5.0
delivered,2017-08-27 14:11:40,2017-08-27 14:25:16,2017-08-28 13:44:59,59.8,12.97,sao paulo,SP,2.0
delivered,2017-05-21 13:26:10,2017-05-22 13:35:09,2017-05-23 14:40:58,59.9,18.0,sao paulo,SP,5.0
delivered,2017-11-27 11:09:04,2017-11-27 11:35:26,2017-12-06 21:22:27,299.70000000000005,16.953333333333333,porto alegre,RS,1.0
delivered,2017-02-17 12:40:16,2017-02-17 13:05:27,2017-02-21 11:02:42,60.0,11.03,jacarei,SP,2.0
delivered,2017-08-19 11:50:42,2017-08-19 12:05:16,2017-08-21 14:22:13,39.9,15.1,presidente prudente,SP,4.0
canceled,2018-08-09 08:09:33,,,,,rio de janeiro,RJ,5.0
delivered,2017-05-18 18:10:03,2017-05-18 18:25:09,2017-05-24 09:59:53,48.9,46.88,salto,SP,3.0
delivered,2017-05-17 17:18:27,2017-05-18 02:31:49,2017-05-24 16:38:01,109.9,12.72,maringa,PR,5.0
delivered,2017-12-16 16:42:20,2017-12-19 09:50:56,2017-12-19 18:49:36,79.99,16.32,tres lagoas,MS,5.0
delivered,2018-07-09 11:39:27,2018-07-09 11:50:13,2018-07-10 14:35:00,98.0,9.38,maua,SP,5.0
delivered,2017-09-19 15:11:29,2017-09-20 02:11:19,2017-09-20 21:43:52,89.9,12.97,rio claro,SP,5.0
delivered,2018-01-24 17:02:52,2018-01-25 02:57:56,2018-02-21 22:19:21,167.0,46.64,sao paulo,SP,1.0
delivered,2017-10-21 19:18:46,2017-10-21 19:35:10,2017-10-24 14:23:44,269.9,35.69,delmiro gouveia,AL,4.0
delivered,2017-09-14 22:00:10,2017-09-14 22:15:13,2017-09-18 15:42:22,75.0,16.78,rio de janeiro,RJ,4.0
delivered,2017-09-25 12:28:22,2017-09-25 12:44:11,2017-09-27 12:42:49,161.5,43.54,cacoal,RO,5.0
delivered,2017-05-14 20:22:41,2017-05-16 19:15:10,2017-05-17 15:27:52,59.9,11.73,praia grande,SP,5.0
canceled,2017-05-15 09:06:16,2017-05-15 09:15:17,,140.0,43.39,presidente dutra,MA,1.0
delivered,2017-10-24 13:27:07,2017-10-25 06:28:11,2017-10-26 00:33:48,223.64,16.32,brasilia,DF,5.0
delivered,2017-01-20 11:38:56,2017-01-20 11:50:17,2017-01-25 11:32:42,124.9,13.45,sao paulo,SP,5.0
delivered,2017-11-24 01:35:16,2017-11-24 01:48:24,2017-11-25 16:46:48,139.8,9.025,itu,SP,5.0
delivered,2018-08-16 11:05:33,2018-08-17 07:01:36,2018-08-17 14:16:00,112.49,8.95,sao paulo,SP,5.0
delivered,2018-08-23 00:54:22,2018-08-23 01:05:07,2018-08-28 13:07:00,46.9,14.63,curitiba,PR,5.0
delivered,2017-06-12 13:44:26,2017-06-12 13:55:24,2017-06-16 12:57:26,19.99,7.78,sao paulo,SP,4.0
delivered,2018-07-04 20:49:45,2018-07-05 16:31:45,2018-07-06 11:03:00,289.9,45.83,uberaba,MG,5.0
delivered,2018-05-29 13:55:57,2018-05-29 14:11:48,2018-06-06 14:57:00,31.0,7.39,sorocaba,SP,4.0
delivered,2018-02-13 12:56:45,2018-02-13 14:35:23,2018-02-15 00:17:44,96.0,16.43,campo grande,MS,5.0
delivered,2017-09-28 16:55:37,2017-09-28 17:07:26,2017-09-29 19:00:11,79.9,18.8,niteroi,RJ,5.0
delivered,2017-12-03 17:36:49,2017-12-03 17:52:21,2017-12-04 18:06:33,89.99,45.09,sao paulo,SP,5.0
delivered,2017-05-21 22:28:36,2017-05-23 04:05:31,2017-05-24 12:26:28,79.0,7.81,sao paulo,SP,4.0
delivered,2017-09-14 10:47:07,2017-09-14 11:04:29,2017-09-14 17:07:02,139.0,21.46,sao paulo,SP,5.0
delivered,2018-07-19 09:52:22,2018-07-19 10:05:12,2018-07-23 11:35:00,208.69,16.56,belo horizonte,MG,1.0
delivered,2018-01-07 21:13:42,2018-01-07 21:27:12,2018-01-10 18:36:40,99.8,13.37,santo anastacio,SP,5.0
delivered,2017-11-24 12:00:59,2017-11-24 13:54:15,2017-11-28 18:12:51,69.0,13.08,osasco,SP,3.0
delivered,2017-09-07 16:07:10,2017-09-07 16:23:27,2017-09-08 19:52:59,610.0,37.54,taubate,SP,5.0
delivered,2018-07-29 18:38:44,2018-07-31 04:10:17,2018-07-31 12:47:00,95.9,14.98,viradouro,SP,5.0
delivered,2018-01-02 15:47:32,2018-01-02 15:55:24,2018-01-03 23:23:37,124.99,14.62,sao paulo,SP,5.0
delivered,2018-08-14 00:34:17,2018-08-15 03:35:19,2018-08-15 15:10:00,179.9,23.01,foz do iguacu,PR,1.0
delivered,2018-02-04 09:47:03,2018-02-04 09:55:25,2018-02-05 22:22:24,187.0,16.06,santos,SP,3.0
delivered,2018-08-16 11:23:26,2018-08-16 11:35:14,2018-08-17 12:43:00,61.9,23.23,santos,SP,5.0
delivered,2017-08-05 16:44:46,2017-08-05 17:20:12,2017-08-07 20:26:33,99.9,17.95,rio de janeiro,RJ,5.0
delivered,2017-06-29 13:39:28,2017-06-30 17:23:17,2017-07-04 16:22:27,12.7,17.92,sao paulo,SP,5.0
delivered,2018-03-31 20:16:25,2018-04-03 05:15:36,2018-04-04 17:36:36,58.99,13.49,paranapanema,SP,5.0
delivered,2017-07-11 18:04:08,2017-07-11 18:10:15,2017-07-13 10:48:02,58.55,16.17,queimados,RJ,4.0
delivered,2017-12-18 09:20:46,2017-12-18 10:18:22,2017-12-18 20:13:40,50.0,15.1,brasilia,DF,1.0
delivered,2018-08-27 15:21:15,2018-08-27 15:35:20,2018-08-28 12:45:00,110.77,8.04,sao paulo,SP,5.0
delivered,2018-03-02 11:26:44,2018-03-02 11:50:45,2018-03-06 22:51:49,149.9,18.3,maua,SP,5.0
delivered,2018-08-26 19:45:32,2018-08-26 20:04:21,2018-08-27 15:57:00,102.0,18.81,passo fundo,RS,5.0
delivered,2017-08-25 14:04:12,2017-08-26 02:24:50,2017-08-29 20:22:37,37.5,17.6,sao thome das letras,MG,5.0
delivered,2018-07-18 18:25:54,2018-07-20 05:05:08,2018-07-20 15:02:00,148.0,19.14,juiz de fora,MG,5.0
delivered,2017-06-09 21:19:00,2017-06-09 21:30:11,2017-06-14 16:38:08,39.9,11.85,taubate,SP,1.0
delivered,2018-01-27 19:08:43,2018-01-27 19:19:42,2018-02-15 04:26:38,169.99,36.85,belo horizonte,MG,1.0
delivered,2018-02-27 18:58:14,2018-02-27 19:10:52,2018-02-28 17:13:02,129.9,15.66,americana,SP,5.0
delivered,2018-04-02 11:51:50,2018-04-04 03:30:19,2018-04-04 23:03:15,69.9,12.43,guarulhos,SP,5.0
delivered,2018-08-05 17:52:49,2018-08-05 18:05:13,2018-08-14 19:26:00,69.99,11.51,sao paulo,SP,5.0
delivered,2017-11-08 16:05:25,2017-11-08 16:16:02,2017-11-10 20:18:37,49.0,15.1,itapevi,SP,4.0
delivered,2018-07-19 14:06:04,2018-07-19 14:22:51,2018-07-19 13:49:00,299.9,28.4,balneario camboriu,SC,5.0
delivered,2018-02-23 09:15:18,2018-02-23 09:29:36,2018-02-23 21:22:44,72.9,16.76,rio de janeiro,RJ,5.0
delivered,2018-06-14 10:39:51,2018-06-15 02:37:25,2018-06-15 14:03:00,399.99,59.93,pedro leopoldo,MG,4.0
delivered,2017-03-31 16:07:18,2017-04-04 05:55:21,2017-04-06 12:05:56,129.9,18.2,belo horizonte,MG,5.0
delivered,2018-03-09 15:37:58,2018-03-10 03:50:33,2018-03-12 23:38:43,31.99,14.44,ilha solteira,SP,5.0
delivered,2017-08-28 17:01:45,2017-08-29 05:32:16,2017-08-29 19:51:24,49.9,15.98,sao paulo,SP,5.0
delivered,2018-05-10 21:33:51,2018-05-10 21:51:15,2018-05-12 08:02:00,145.0,12.24,santos,SP,5.0
delivered,2017-10-16 22:19:11,2017-10-16 22:36:43,2017-10-18 22:21:54,119.8,17.67,santa maria,RS,5.0
delivered,2017-06-01 14:58:11,2017-06-01 15:15:19,2017-06-02 14:39:27,37.9,15.1,mogi das cruzes,SP,5.0
delivered,2017-11-05 17:41:50,2017-11-05 17:55:22,2017-11-07 20:02:34,379.0,74.5,seringueiras,RO,3.0
delivered,2018-01-24 12:34:55,2018-01-24 15:18:20,2018-01-30 12:26:42,97.49,12.64,sao paulo,SP,5.0
delivered,2017-07-11 20:16:19,2017-07-11 20:43:43,2017-07-12 19:14:39,119.0,12.33,sao paulo,SP,5.0
delivered,2018-04-12 18:06:48,2018-04-14 02:15:19,2018-04-16 19:08:40,179.78,23.13,porto alegre,RS,5.0
delivered,2018-05-17 14:21:40,2018-05-19 02:58:43,2018-05-23 12:45:00,119.9,15.72,caieiras,SP,4.0
delivered,2017-03-01 20:57:25,2017-03-01 21:05:22,2017-03-03 11:35:54,28.99,8.72,sao paulo,SP,5.0
delivered,2017-03-10 23:18:42,2017-03-10 23:18:42,2017-03-13 09:56:05,129.9,17.65,pedra azul,MG,5.0
delivered,2018-07-19 20:19:17,2018-07-21 03:15:31,2018-07-23 15:31:00,59.99,8.58,sao paulo,SP,5.0
delivered,2018-04-19 19:18:37,2018-04-19 19:31:29,2018-04-20 22:49:00,179.9,104.43,rio de janeiro,RJ,5.0
delivered,2017-11-24 20:39:09,2017-11-25 00:34:57,2017-11-27 20:38:39,229.9,48.53,brasilia,DF,5.0
delivered,2018-08-09 08:36:09,2018-08-09 08:50:22,2018-08-13 15:55:00,39.0,13.61,campinas,SP,4.0
delivered,2017-12-03 01:35:22,2017-12-03 01:51:10,2017-12-05 14:09:05,372.84000000000003,18.009999999999998,guarulhos,SP,5.0
delivered,2017-12-12 15:41:49,2017-12-14 02:16:36,2017-12-14 17:25:07,99.99,11.9,osasco,SP,5.0
delivered,2018-02-26 22:45:04,2018-02-26 22:55:46,2018-02-27 18:06:51,198.24,25.134999999999998,montanha,ES,1.0
delivered,2017-11-30 20:39:25,2017-12-01 10:30:57,2017-12-01 23:43:07,235.0,16.4,caratinga,MG,5.0
delivered,2018-06-24 11:35:54,2018-06-26 05:12:59,2018-06-26 11:59:00,89.99,23.57,franca,SP,5.0
delivered,2018-03-04 10:48:52,2018-03-04 11:10:37,2018-03-05 21:56:32,128.99,34.7,natal,RN,1.0
shipped,2018-04-30 14:06:12,2018-04-30 14:15:24,2018-04-30 12:59:00,129.77,19.88,mairipotaba,GO,5.0
delivered,2018-04-13 17:38:31,2018-04-13 17:52:22,2018-04-17 21:15:55,999.9,57.5,alto do rodrigues,RN,5.0
delivered,2018-02-01 09:11:36,2018-02-01 09:31:15,2018-02-05 19:49:55,89.0,17.87,uba,MG,4.0
delivered,2018-07-30 11:13:47,2018-07-31 11:30:48,2018-08-08 15:43:00,65.9,22.39,rio de janeiro,RJ,5.0
delivered,2017-10-10 11:54:44,2017-10-10 12:14:51,2017-10-16 20:58:43,111.9,15.53,rio de janeiro,RJ,4.0
delivered,2018-01-05 08:26:03,2018-01-05 08:47:20,2018-01-05 20:11:02,474.9,39.28,paula freitas,PR,5.0
delivered,2018-02-15 11:14:27,2018-02-15 11:47:33,2018-02-19 19:13:14,27.3,8.27,campinas,SP,5.0
delivered,2018-04-14 12:36:04,2018-04-17 05:51:17,2018-04-17 21:58:48,120.0,26.92,sao paulo,SP,3.0
delivered,2018-08-13 17:11:50,2018-08-13 17:25:16,2018-08-14 19:23:00,95.9,11.69,sao paulo,SP,5.0
delivered,2018-08-08 12:23:10,2018-08-08 12:35:15,2018-08-09 14:50:00,49.9,14.51,cambuci,RJ,5.0
delivered,2018-04-18 18:22:05,2018-04-18 18:50:13,2018-04-19 19:41:51,28.9,15.23,santo andre,SP,5.0
delivered,2018-03-08 12:49:36,2018-03-08 13:08:26,2018-03-08 23:06:30,29.9,9.42,santos,SP,5.0
delivered,2018-04-23 15:54:32,2018-04-24 17:22:27,2018-04-26 12:30:00,28.99,18.23,rio preto,MG,5.0
delivered,2018-04-23 12:05:10,2018-04-24 19:07:37,2018-04-24 17:45:38,29.9,7.71,sao jose dos campos,SP,5.0
delivered,2018-06-18 11:54:08,2018-06-18 12:37:15,2018-06-20 12:27:00,169.9,19.29,uberaba,MG,3.0
canceled,2017-09-24 10:24:07,2017-09-24 10:44:05,,129.0,17.47,sao paulo,SP,1.0
delivered,2017-07-31 13:45:07,2017-07-31 13:55:22,2017-07-31 21:03:27,208.1,43.49,nova laranjeiras,PR,2.0
delivered,2017-12-08 22:54:44,2017-12-12 03:50:24,2017-12-14 17:52:29,39.8,14.1,marica,RJ,1.0
delivered,2017-12-23 18:45:24,2017-12-23 18:55:23,2017-12-26 14:24:18,108.9,21.25,divinopolis,MG,5.0
delivered,2017-10-24 17:22:54,2017-10-24 17:49:27,2017-11-17 00:24:49,88.6,20.11,curitiba,PR,5.0
delivered,2018-08-01 18:06:51,2018-08-01 18:23:51,2018-08-06 12:24:00,138.0,37.88,bela cruz,CE,4.0
delivered,2017-10-08 23:50:17,2017-10-09 00:17:56,2017-10-09 18:28:40,51.98,12.7,sumare,SP,1.0
delivered,2018-03-26 17:45:48,2018-03-26 18:08:06,2018-03-28 21:41:12,79.99,8.91,sao paulo,SP,5.0
delivered,2018-08-19 21:59:54,2018-08-20 13:31:40,2018-08-21 14:39:00,44.9,8.47,santos,SP,5.0
delivered,2017-03-31 10:55:07,2017-03-31 11:05:18,2017-03-31 13:18:40,726.36,20.29,rio de janeiro,RJ,4.0
delivered,2018-02-18 11:42:38,2018-02-18 13:06:37,2018-02-22 23:17:07,379.9,14.16,rio claro,SP,5.0
delivered,2017-11-29 15:54:26,2017-11-29 17:11:41,2017-11-30 16:42:56,48.9,14.1,curitiba,PR,5.0
canceled,2017-03-04 12:14:30,,,,,castanhal,PA,3.0
delivered,2018-02-25 12:13:36,2018-02-25 12:29:27,2018-02-26 20:35:50,29.0,7.78,aruja,SP,4.0
delivered,2017-03-09 16:43:40,2017-03-09 16:43:40,2017-03-10 13:06:01,396.0,19.28,cassilandia,MS,5.0
delivered,2018-06-21 23:51:47,2018-06-23 01:15:50,2018-06-27 10:56:00,69.9,27.44,curitiba,PR,5.0
delivered,2018-07-29 20:17:44,2018-07-29 20:35:14,2018-07-30 15:46:00,89.99,38.43,sao paulo,SP,5.0
delivered,2018-08-04 18:27:23,2018-08-04 18:44:14,2018-08-13 15:07:00,69.9,9.24,sao paulo,SP,4.0
delivered,2017-12-18 12:47:20,2017-12-18 13:33:32,2017-12-19 21:57:54,25.9,12.48,jacarei,SP,5.0
delivered,2017-12-30 20:52:39,2017-12-30 21:07:22,2018-01-08 17:05:49,122.9,16.62,cantagalo,RJ,5.0
delivered,2017-05-08 09:08:43,2017-05-08 09:22:04,2017-05-09 09:46:10,32.9,11.85,votuporanga,SP,4.0
delivered,2018-06-28 19:34:59,2018-06-28 19:55:13,2018-07-03 13:08:00,59.9,19.61,palmital,SP,3.0
delivered,2018-01-13 16:34:54,2018-01-14 15:48:31,2018-01-18 17:18:51,37.0,16.11,brasilia,DF,4.0
delivered,2018-05-04 00:12:38,2018-05-04 00:31:11,2018-05-07 12:49:00,69.9,18.37,campo belo,MG,5.0
delivered,2018-05-13 16:50:12,2018-05-15 04:52:42,2018-05-15 14:23:00,58.0,18.29,florianopolis,SC,5.0
delivered,2017-08-30 11:08:30,2017-08-31 02:50:22,2017-08-31 15:04:41,99.99,16.95,rio de janeiro,RJ,2.0
delivered,2018-05-01 11:43:54,2018-05-01 12:14:52,2018-05-04 12:09:00,64.99,27.51,rio de janeiro,RJ,1.0
delivered,2018-08-11 16:39:54,2018-08-12 16:35:16,2018-08-13 09:08:00,45.0,7.58,osasco,SP,5.0
delivered,2018-02-15 14:15:18,2018-02-16 14:10:30,2018-02-22 02:38:38,158.0,12.68,barueri,SP,2.0
delivered,2018-02-22 20:46:34,2018-02-22 21:08:24,2018-02-26 15:39:17,165.0,16.78,louveira,SP,1.0
delivered,2018-04-02 20:32:39,2018-04-02 20:49:58,2018-04-04 00:48:48,199.99,27.48,timoteo,MG,5.0
delivered,2018-04-12 14:59:50,2018-04-13 12:50:48,2018-04-17 01:03:59,330.0,18.77,anapolis,GO,4.0
delivered,2017-08-20 09:23:44,2017-08-20 09:35:13,2017-08-21 20:58:40,39.9,15.11,rio de janeiro,RJ,5.0
delivered,2018-01-16 09:40:46,2018-01-18 02:11:37,2018-01-18 22:04:25,29.5,13.08,cajamar,SP,3.0
delivered,2017-04-28 00:12:06,2017-04-28 11:41:18,2017-04-28 08:37:28,159.9,16.33,ponta grossa,PR,5.0
delivered,2018-05-02 11:48:58,2018-05-02 12:14:37,2018-05-02 14:00:00,50.99,18.24,tres marias,MG,4.0
delivered,2017-08-02 20:10:03,2017-08-02 20:25:20,2017-08-07 17:57:48,98.0,27.23,vitoria de santo antao,PE,4.0
delivered,2017-05-15 17:13:19,2017-05-17 04:02:30,2017-05-22 15:49:45,177.0,17.0,campo mourao,PR,4.0
delivered,2017-09-09 17:13:09,2017-09-10 17:23:39,2017-09-11 21:46:53,49.9,8.72,santo andre,SP,5.0
canceled,2018-05-21 22:53:49,2018-05-22 02:15:44,,57.99,11.15,sao paulo,SP,1.0
delivered,2018-01-14 22:48:28,2018-01-14 23:20:27,2018-01-15 21:01:09,59.9,15.86,goiania,GO,4.0
delivered,2017-08-31 10:28:39,2017-08-31 19:55:13,2017-09-11 18:49:53,11.4,8.27,santos,SP,2.0
unavailable,2017-05-08 14:20:50,2017-05-08 14:30:23,,,,tres coracoes,MG,1.0
delivered,2018-01-30 19:41:32,2018-01-30 19:55:31,2018-02-01 19:20:37,56.0,16.15,belo horizonte,MG,5.0
delivered,2018-05-18 17:42:34,2018-05-18 18:19:02,2018-05-22 12:58:00,264.69,11.71,sao jose,SC,1.0
delivered,2018-03-20 16:27:48,2018-03-22 02:50:32,2018-03-22 21:32:14,47.95,19.314999999999998,mantena,MG,1.0
delivered,2017-12-03 21:27:18,2017-12-03 22:32:13,2017-12-04 20:19:29,29.9,15.79,rio de janeiro,RJ,1.0
delivered,2017-03-31 15:30:55,2017-03-31 15:42:25,2017-04-03 15:17:42,115.0,11.42,florianopolis,SC,1.0
delivered,2017-02-06 22:25:58,2017-02-06 22:35:20,2017-02-07 14:55:23,149.9,17.79,belford roxo,RJ,1.0
delivered,2018-04-03 17:06:59,2018-04-03 17:28:55,2018-04-05 19:03:15,129.9,9.26,sao paulo,SP,5.0
delivered,2018-04-02 18:49:50,2018-04-02 19:08:05,2018-04-14 00:14:38,139.94,44.56,teresopolis,RJ,4.0
delivered,2017-11-24 19:03:03,2017-11-24 22:32:42,2017-11-28 19:42:00,7.0,15.1,cordeiro,RJ,5.0
delivered,2017-12-24 13:03:17,2017-12-24 13:12:43,2017-12-27 19:14:01,59.49,17.67,colatina,ES,4.0
delivered,2018-04-11 11:12:46,2018-04-11 11:30:23,2018-04-13 22:22:33,199.7,57.95,natal,RN,1.0
delivered,2018-01-24 12:33:57,2018-01-25 12:31:18,2018-01-26 21:46:34,831.8,19.82,sao paulo,SP,4.0
delivered,2018-01-19 09:08:27,2018-01-19 09:19:23,2018-01-22 14:42:21,77.0,15.29,goiania,GO,3.0
delivered,2018-08-11 22:10:44,2018-08-11 22:25:16,2018-08-13 16:17:00,119.8,10.5,rio de janeiro,RJ,1.0
delivered,2017-12-18 18:51:42,2017-12-18 20:30:23,2017-12-20 19:25:39,258.49,26.65,campo mourao,PR,5.0
delivered,2018-08-01 11:57:29,2018-08-01 13:00:13,2018-08-09 15:39:00,125.0,14.22,sorocaba,SP,1.0
delivered,2017-03-20 14:37:32,2017-03-20 14:37:32,2017-03-21 09:36:57,106.9,18.88,belo horizonte,MG,4.0
delivered,2018-04-30 09:34:18,2018-04-30 09:50:28,2018-05-03 08:44:00,79.9,13.68,ipatinga,MG,4.0
delivered,2018-07-17 14:31:34,2018-07-17 14:45:25,2018-07-18 15:04:00,90.0,27.58,ouroeste,SP,5.0
delivered,2017-08-25 17:46:31,2017-08-25 18:08:17,2017-08-28 19:12:30,75.9,17.78,belo horizonte,MG,4.0
delivered,2017-11-16 23:02:06,2017-11-18 02:29:40,2017-11-21 20:18:59,58.0,15.79,salvador,BA,3.0
delivered,2018-04-19 11:43:20,2018-04-19 12:34:15,2018-04-20 22:28:31,99.0,23.27,juiz de fora,MG,5.0
delivered,2017-06-28 19:31:07,2017-06-30 02:45:30,2017-06-30 15:13:28,99.99,13.72,sao paulo,SP,5.0
delivered,2017-06-13 12:19:10,2017-06-13 12:30:32,2017-06-14 13:25:06,51.96,15.11,brasilia,DF,3.0
delivered,2018-08-04 13:37:43,2018-08-04 13:50:22,2018-08-06 15:07:00,19.0,18.23,governador valadares,MG,5.0
delivered,2018-05-15 14:34:25,2018-05-15 14:55:34,2018-05-16 14:00:00,166.0,15.1,caraguatatuba,SP,5.0
delivered,2018-03-12 19:56:52,2018-03-14 03:08:24,2018-03-20 00:16:24,39.9,8.88,engenheiro coelho,SP,5.0
delivered,2018-08-25 22:41:57,2018-08-25 22:55:11,2018-08-27 14:11:00,125.0,30.01,ponta grossa,PR,5.0
delivered,2018-03-10 19:54:28,2018-03-10 20:47:40,2018-03-14 01:10:57,49.0,13.47,maringa,PR,1.0
delivered,2018-02-15 16:31:16,2018-02-15 16:46:51,2018-02-16 21:28:51,69.0,7.78,piracicaba,SP,1.0
delivered,2017-11-29 18:59:32,2017-11-29 19:16:56,2017-12-01 19:52:50,56.99,14.15,novo hamburgo,RS,5.0
delivered,2018-02-26 17:40:12,2018-02-26 17:55:33,2018-02-27 22:09:29,145.0,15.76,sao goncalo,RJ,3.0
canceled,2018-02-12 15:49:38,2018-02-12 16:27:22,2018-02-14 19:25:00,55.0,17.67,jaboatao dos guararapes,PE,1.0
delivered,2018-03-18 20:06:59,2018-03-18 20:15:31,2018-03-21 19:12:42,439.0,20.95,balneario pinhal,RS,5.0
delivered,2017-11-02 17:25:26,2017-11-04 03:15:23,2017-11-08 18:51:39,40.0,16.6,sao paulo,SP,5.0
delivered,2018-02-27 08:22:41,2018-02-27 08:35:26,2018-03-03 00:56:41,222.9,22.05,rio verde,GO,5.0
delivered,2018-07-05 03:38:19,2018-07-06 02:51:16,2018-07-06 09:20:00,32.9,15.15,japeri,RJ,5.0
delivered,2018-06-26 13:49:40,2018-06-26 14:17:15,2018-06-29 14:16:00,110.32,8.03,sao paulo,SP,5.0
shipped,2018-03-10 15:43:11,2018-03-10 17:20:23,2018-03-12 22:44:27,69.0,19.45,vicosa,MG,1.0
delivered,2018-01-14 19:32:28,2018-01-14 19:48:38,2018-01-19 14:29:05,138.0,28.35,duque de caxias,RJ,5.0
delivered,2018-03-05 11:19:23,2018-03-05 11:35:32,2018-03-07 21:53:09,538.0,16.32,sao paulo,SP,4.0
delivered,2017-04-05 13:47:30,2017-04-05 13:55:12,2017-04-06 19:22:48,42.0,15.56,cascavel,PR,2.0
delivered,2017-11-24 15:20:14,2017-11-24 17:55:22,2017-11-28 20:47:55,21.0,15.1,blumenau,SC,3.0
delivered,2017-02-02 08:35:36,2017-02-03 03:41:42,2017-02-07 12:41:55,91.78,14.52,sao carlos,SP,5.0
delivered,2018-08-01 07:19:59,2018-08-01 07:30:11,2018-08-01 16:43:00,812.99,20.0,piracicaba,SP,5.0
delivered,2018-01-28 11:29:33,2018-01-28 12:00:24,2018-01-29 19:11:59,149.0,23.84,itajuba,MG,5.0
delivered,2018-03-20 21:27:53,2018-03-20 21:48:43,2018-03-21 20:20:45,119.9,22.55,joinville,SC,5.0
delivered,2018-02-15 20:32:44,2018-02-15 20:46:45,2018-02-16 19:28:49,143.8,19.89,rechan,SP,1.0
delivered,2018-07-17 18:50:36,2018-07-17 19:05:19,2018-07-27 12:00:00,199.99,53.75,sao gabriel da palha,ES,5.0
delivered,2018-04-10 05:48:41,2018-04-11 08:50:49,2018-04-13 23:51:50,169.0,15.27,pouso alegre,MG,5.0
delivered,2018-04-10 17:04:00,2018-04-10 17:16:19,2018-04-11 16:58:25,51.99,16.33,piraquara,PR,5.0
